"","algorithm","iomode","image","nthreads","imsize","user","real","sys"
"3137","seq","withoutIO","elephant",1,1024,1.5,1.504,0
"3138","seq","withoutIO","elephant",1,1024,1.52,1.522,0
"3139","seq","withoutIO","elephant",1,1024,1.5,1.504,0
"3140","seq","withoutIO","elephant",1,1024,1.492,1.494,0
"3141","seq","withoutIO","elephant",1,2048,5.98,5.981,0
"3142","seq","withoutIO","elephant",1,2048,5.984,5.987,0
"3143","seq","withoutIO","elephant",1,2048,6.016,6.019,0
"3144","seq","withoutIO","elephant",1,2048,6,6.003,0
"3145","seq","withoutIO","elephant",1,2048,6.02,6.024,0
"3146","seq","withoutIO","elephant",1,2048,5.984,5.987,0
"3147","seq","withoutIO","elephant",1,2048,5.972,5.974,0
"3148","seq","withoutIO","elephant",1,2048,5.968,5.971,0
"3149","seq","withoutIO","elephant",1,2048,5.996,5.999,0
"3150","seq","withoutIO","elephant",1,2048,5.96,5.962,0
"3151","seq","withoutIO","elephant",1,2048,6.004,6.007,0
"3152","seq","withoutIO","elephant",1,2048,5.98,5.984,0
"3153","seq","withoutIO","elephant",1,2048,5.988,5.989,0
"3154","seq","withoutIO","elephant",1,2048,5.976,5.98,0
"3155","seq","withoutIO","elephant",1,2048,5.968,5.972,0
"3156","seq","withoutIO","elephant",1,2048,5.952,5.955,0
"3157","seq","withoutIO","elephant",1,2048,5.976,5.98,0
"3158","seq","withoutIO","elephant",1,2048,6.012,6.016,0
"3159","seq","withoutIO","elephant",1,2048,6.02,6.023,0
"3160","seq","withoutIO","elephant",1,2048,6.036,6.04,0
"3161","seq","withoutIO","elephant",1,4096,24.024,24.026,0
"3162","seq","withoutIO","elephant",1,4096,24.16,24.162,0
"3163","seq","withoutIO","elephant",1,4096,24.096,24.1,0
"3164","seq","withoutIO","elephant",1,4096,24.008,24.012,0
"3165","seq","withoutIO","elephant",1,4096,23.956,23.959,0
"3166","seq","withoutIO","elephant",1,4096,24.076,24.078,0
"3167","seq","withoutIO","elephant",1,4096,23.888,23.892,0
"3168","seq","withoutIO","elephant",1,4096,23.968,23.972,0
"3169","seq","withoutIO","elephant",1,4096,23.956,23.958,0
"3170","seq","withoutIO","elephant",1,4096,24.012,24.013,0
"3171","seq","withoutIO","elephant",1,4096,23.94,23.944,0
"3172","seq","withoutIO","elephant",1,4096,24.044,24.047,0
"3173","seq","withoutIO","elephant",1,4096,23.996,23.999,0
"3174","seq","withoutIO","elephant",1,4096,23.952,23.956,0
"3175","seq","withoutIO","elephant",1,4096,23.924,23.925,0
"3176","seq","withoutIO","elephant",1,4096,24.064,24.067,0
"3177","seq","withoutIO","elephant",1,4096,23.98,23.983,0
"3178","seq","withoutIO","elephant",1,4096,23.908,23.912,0
"3179","seq","withoutIO","elephant",1,4096,23.96,23.963,0
"3180","seq","withoutIO","elephant",1,4096,24.036,24.04,0
"3181","seq","withoutIO","elephant",1,8192,95.58,95.585,0
"3182","seq","withoutIO","elephant",1,8192,95.852,95.857,0
"3183","seq","withoutIO","elephant",1,8192,95.936,95.942,0
"3184","seq","withoutIO","elephant",1,8192,95.984,95.991,0
"3185","seq","withoutIO","elephant",1,8192,95.704,95.713,0.004
"3186","seq","withoutIO","elephant",1,8192,95.916,95.922,0
"3187","seq","withoutIO","elephant",1,8192,96.144,96.15,0
"3188","seq","withoutIO","elephant",1,8192,95.956,95.962,0
"3189","seq","withoutIO","elephant",1,8192,96.012,96.017,0
"3190","seq","withoutIO","elephant",1,8192,96.224,96.23,0
"3191","seq","withoutIO","elephant",1,8192,95.692,95.698,0
"3192","seq","withoutIO","elephant",1,8192,95.8,95.807,0
"3193","seq","withoutIO","elephant",1,8192,95.672,95.676,0
"3194","seq","withoutIO","elephant",1,8192,95.804,95.81,0
"3195","seq","withoutIO","elephant",1,8192,95.648,95.653,0
"3196","seq","withoutIO","elephant",1,8192,95.836,95.843,0
"3197","seq","withoutIO","elephant",1,8192,95.624,95.629,0
"3198","seq","withoutIO","elephant",1,8192,95.76,95.766,0
"3199","seq","withoutIO","elephant",1,8192,95.8,95.805,0
"3200","seq","withoutIO","elephant",1,8192,96.264,96.271,0.004
"3201","omp","withoutIO","elephant",1,16,0,0.001,0
"3202","omp","withoutIO","elephant",1,16,0,0.001,0
"3203","omp","withoutIO","elephant",1,16,0,0.001,0
"3204","omp","withoutIO","elephant",1,16,0,0.001,0
"3205","omp","withoutIO","elephant",1,16,0,0.001,0
"3206","omp","withoutIO","elephant",1,16,0,0.001,0
"3207","omp","withoutIO","elephant",1,16,0,0.001,0
"3208","omp","withoutIO","elephant",1,16,0,0.001,0
"3209","omp","withoutIO","elephant",1,16,0,0.001,0
"3210","omp","withoutIO","elephant",1,16,0,0.001,0
"3211","omp","withoutIO","elephant",1,16,0,0.001,0
"3212","omp","withoutIO","elephant",1,16,0,0.001,0
"3213","omp","withoutIO","elephant",1,16,0,0.001,0
"3214","omp","withoutIO","elephant",1,16,0,0.001,0
"3215","omp","withoutIO","elephant",1,16,0,0.001,0
"3216","omp","withoutIO","elephant",1,16,0,0.001,0
"3217","omp","withoutIO","elephant",1,16,0,0.001,0
"3218","omp","withoutIO","elephant",1,16,0,0.001,0
"3219","omp","withoutIO","elephant",1,16,0,0.001,0
"3220","omp","withoutIO","elephant",1,16,0,0.001,0
"3221","omp","withoutIO","elephant",1,32,0,0.002,0
"3222","omp","withoutIO","elephant",1,32,0,0.002,0
"3223","omp","withoutIO","elephant",1,32,0,0.002,0
"3224","omp","withoutIO","elephant",1,32,0,0.002,0
"3225","omp","withoutIO","elephant",1,32,0,0.002,0
"3226","omp","withoutIO","elephant",1,32,0,0.002,0
"3227","omp","withoutIO","elephant",1,32,0,0.002,0
"3228","omp","withoutIO","elephant",1,32,0,0.002,0
"3229","omp","withoutIO","elephant",1,32,0,0.002,0
"3230","omp","withoutIO","elephant",1,32,0,0.002,0
"3231","omp","withoutIO","elephant",1,32,0,0.002,0
"3232","omp","withoutIO","elephant",1,32,0,0.002,0
"3233","omp","withoutIO","elephant",1,32,0,0.002,0
"3234","omp","withoutIO","elephant",1,32,0,0.002,0
"3235","omp","withoutIO","elephant",1,32,0,0.002,0
"3236","omp","withoutIO","elephant",1,32,0,0.002,0
"3237","omp","withoutIO","elephant",1,32,0,0.003,0
"3238","omp","withoutIO","elephant",1,32,0,0.002,0
"3239","omp","withoutIO","elephant",1,32,0,0.002,0
"3240","omp","withoutIO","elephant",1,32,0,0.002,0
"3241","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3242","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3243","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3244","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3245","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3246","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3247","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3248","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3249","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3250","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3251","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3252","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3253","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3254","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3255","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3256","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3257","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3258","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3259","omp","withoutIO","elephant",1,64,0.004,0.007,0
"3260","omp","withoutIO","elephant",1,64,0.004,0.008,0
"3261","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3262","omp","withoutIO","elephant",1,128,0.024,0.028,0
"3263","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3264","omp","withoutIO","elephant",1,128,0.024,0.024,0
"3265","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3266","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3267","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3268","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3269","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3270","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3271","omp","withoutIO","elephant",1,128,0.02,0.025,0.004
"3272","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3273","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3274","omp","withoutIO","elephant",1,128,0.02,0.025,0.004
"3275","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3276","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3277","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3278","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3279","omp","withoutIO","elephant",1,128,0.024,0.028,0
"3280","omp","withoutIO","elephant",1,128,0.024,0.025,0
"3281","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3282","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3283","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3284","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3285","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3286","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3287","omp","withoutIO","elephant",1,256,0.096,0.097,0
"3288","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3289","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3290","omp","withoutIO","elephant",1,256,0.096,0.098,0
"3291","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3292","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3293","omp","withoutIO","elephant",1,256,0.096,0.098,0
"3294","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3295","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3296","omp","withoutIO","elephant",1,256,0.096,0.097,0
"3297","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3298","omp","withoutIO","elephant",1,256,0.092,0.096,0
"3299","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3300","omp","withoutIO","elephant",1,256,0.092,0.095,0
"3301","omp","withoutIO","elephant",1,512,0.372,0.376,0
"3302","omp","withoutIO","elephant",1,512,0.372,0.375,0
"3303","omp","withoutIO","elephant",1,512,0.376,0.377,0
"3304","omp","withoutIO","elephant",1,512,0.376,0.38,0
"3305","omp","withoutIO","elephant",1,512,0.376,0.377,0
"3306","omp","withoutIO","elephant",1,512,0.376,0.377,0
"3307","omp","withoutIO","elephant",1,512,0.372,0.375,0
"3308","omp","withoutIO","elephant",1,512,0.376,0.377,0
"3309","omp","withoutIO","elephant",1,512,0.372,0.376,0
"3310","omp","withoutIO","elephant",1,512,0.372,0.375,0
"3311","omp","withoutIO","elephant",1,512,0.372,0.374,0
"3312","omp","withoutIO","elephant",1,512,0.376,0.38,0
"3313","omp","withoutIO","elephant",1,512,0.38,0.382,0
"3314","omp","withoutIO","elephant",1,512,0.372,0.377,0.004
"3315","omp","withoutIO","elephant",1,512,0.376,0.378,0
"3316","omp","withoutIO","elephant",1,512,0.376,0.377,0
"3317","omp","withoutIO","elephant",1,512,0.376,0.378,0
"3318","omp","withoutIO","elephant",1,512,0.372,0.376,0
"3319","omp","withoutIO","elephant",1,512,0.372,0.374,0
"3320","omp","withoutIO","elephant",1,512,0.376,0.377,0
"3321","omp","withoutIO","elephant",1,1024,1.516,1.52,0
"3322","omp","withoutIO","elephant",1,1024,1.512,1.516,0
"3323","omp","withoutIO","elephant",1,1024,1.512,1.516,0
"3324","omp","withoutIO","elephant",1,1024,1.512,1.515,0
"3325","omp","withoutIO","elephant",1,1024,1.528,1.53,0
"3326","omp","withoutIO","elephant",1,1024,1.536,1.539,0
"3327","omp","withoutIO","elephant",1,1024,1.508,1.513,0
"3328","omp","withoutIO","elephant",1,1024,1.532,1.536,0
"3329","omp","withoutIO","elephant",1,1024,1.516,1.521,0
"3330","omp","withoutIO","elephant",1,1024,1.512,1.515,0
"3331","omp","withoutIO","elephant",1,1024,1.5,1.503,0
"3332","omp","withoutIO","elephant",1,1024,1.628,1.633,0
"3333","omp","withoutIO","elephant",1,1024,1.516,1.52,0
"3334","omp","withoutIO","elephant",1,1024,1.516,1.52,0
"3335","omp","withoutIO","elephant",1,1024,1.516,1.519,0
"3336","omp","withoutIO","elephant",1,1024,1.5,1.501,0
"3337","omp","withoutIO","elephant",1,1024,1.516,1.52,0
"3338","omp","withoutIO","elephant",1,1024,1.508,1.513,0
"3339","omp","withoutIO","elephant",1,1024,1.508,1.513,0
"3340","omp","withoutIO","elephant",1,1024,1.512,1.516,0
"3341","omp","withoutIO","elephant",1,2048,6.06,6.064,0
"3342","omp","withoutIO","elephant",1,2048,6.076,6.079,0
"3343","omp","withoutIO","elephant",1,2048,6.036,6.037,0
"3344","omp","withoutIO","elephant",1,2048,6.048,6.049,0
"3345","omp","withoutIO","elephant",1,2048,6.076,6.079,0
"3346","omp","withoutIO","elephant",1,2048,6.004,6.008,0
"3347","omp","withoutIO","elephant",1,2048,6.044,6.048,0
"3348","omp","withoutIO","elephant",1,2048,6.036,6.039,0
"3349","omp","withoutIO","elephant",1,2048,5.996,5.999,0
"3350","omp","withoutIO","elephant",1,2048,6.016,6.019,0
"3351","omp","withoutIO","elephant",1,2048,6.068,6.07,0
"3352","omp","withoutIO","elephant",1,2048,6.068,6.069,0
"3353","omp","withoutIO","elephant",1,2048,6.028,6.029,0
"3354","omp","withoutIO","elephant",1,2048,6.068,6.071,0
"3355","omp","withoutIO","elephant",1,2048,6.004,6.008,0
"3356","omp","withoutIO","elephant",1,2048,6.04,6.044,0
"3357","omp","withoutIO","elephant",1,2048,6.048,6.05,0
"3358","omp","withoutIO","elephant",1,2048,6.096,6.1,0
"3359","omp","withoutIO","elephant",1,2048,5.98,5.984,0
"3360","omp","withoutIO","elephant",1,2048,6.072,6.075,0
"3361","omp","withoutIO","elephant",1,4096,24.096,24.099,0
"3362","omp","withoutIO","elephant",1,4096,24.444,24.446,0
"3363","omp","withoutIO","elephant",1,4096,24.164,24.178,0
"3364","omp","withoutIO","elephant",1,4096,24.184,24.185,0
"3365","omp","withoutIO","elephant",1,4096,24.016,24.017,0
"3366","omp","withoutIO","elephant",1,4096,24.164,24.165,0
"3367","omp","withoutIO","elephant",1,4096,23.968,23.97,0
"3368","omp","withoutIO","elephant",1,4096,24.3,24.305,0
"3369","omp","withoutIO","elephant",1,4096,24.236,24.238,0
"3370","omp","withoutIO","elephant",1,4096,24.032,24.036,0
"3371","omp","withoutIO","elephant",1,4096,24.124,24.125,0
"3372","omp","withoutIO","elephant",1,4096,24.188,24.19,0
"3373","omp","withoutIO","elephant",1,4096,24.124,24.128,0
"3374","omp","withoutIO","elephant",1,4096,24.064,24.065,0
"3375","omp","withoutIO","elephant",1,4096,24.076,24.077,0
"3376","omp","withoutIO","elephant",1,4096,24.016,24.018,0
"3377","omp","withoutIO","elephant",1,4096,24.04,24.043,0
"3378","omp","withoutIO","elephant",1,4096,24.072,24.074,0
"3379","omp","withoutIO","elephant",1,4096,23.936,23.94,0
"3380","omp","withoutIO","elephant",1,4096,23.996,23.997,0
"3381","omp","withoutIO","elephant",1,8192,96.432,96.437,0
"3382","omp","withoutIO","elephant",1,8192,96.58,96.585,0
"3383","omp","withoutIO","elephant",1,8192,96.468,96.473,0
"3384","omp","withoutIO","elephant",1,8192,96.084,96.088,0
"3385","omp","withoutIO","elephant",1,8192,96.132,96.135,0
"3386","omp","withoutIO","elephant",1,8192,96.136,96.143,0
"3387","omp","withoutIO","elephant",1,8192,96.936,96.94,0
"3388","omp","withoutIO","elephant",1,8192,96.472,96.477,0
"3389","omp","withoutIO","elephant",1,8192,96.4,96.407,0
"3390","omp","withoutIO","elephant",1,8192,95.968,95.973,0
"3391","omp","withoutIO","elephant",1,8192,97.552,97.557,0
"3392","omp","withoutIO","elephant",1,8192,95.984,95.991,0
"3393","omp","withoutIO","elephant",1,8192,96.66,96.665,0
"3394","omp","withoutIO","elephant",1,8192,96.284,96.291,0
"3395","omp","withoutIO","elephant",1,8192,96.604,96.609,0
"3396","omp","withoutIO","elephant",1,8192,96.624,96.629,0
"3397","omp","withoutIO","elephant",1,8192,96.52,96.525,0
"3398","omp","withoutIO","elephant",1,8192,96.368,96.374,0
"3399","omp","withoutIO","elephant",1,8192,95.816,95.823,0
"3400","omp","withoutIO","elephant",1,8192,96.028,96.033,0
"3401","omp","withoutIO","elephant",2,16,0,0.001,0
"3402","omp","withoutIO","elephant",2,16,0,0.001,0
"3403","omp","withoutIO","elephant",2,16,0,0.001,0
"3404","omp","withoutIO","elephant",2,16,0,0.001,0
"3405","omp","withoutIO","elephant",2,16,0,0.001,0
"3406","omp","withoutIO","elephant",2,16,0,0.001,0
"3407","omp","withoutIO","elephant",2,16,0,0.001,0
"3408","omp","withoutIO","elephant",2,16,0,0.001,0
"3409","omp","withoutIO","elephant",2,16,0,0.001,0
"3410","omp","withoutIO","elephant",2,16,0,0.001,0
"3411","omp","withoutIO","elephant",2,16,0,0.001,0
"3412","omp","withoutIO","elephant",2,16,0,0.001,0
"3413","omp","withoutIO","elephant",2,16,0,0.001,0
"3414","omp","withoutIO","elephant",2,16,0,0.001,0
"3415","omp","withoutIO","elephant",2,16,0,0.001,0
"3416","omp","withoutIO","elephant",2,16,0,0.001,0
"3417","omp","withoutIO","elephant",2,16,0,0.001,0
"3418","omp","withoutIO","elephant",2,16,0,0.001,0
"3419","omp","withoutIO","elephant",2,16,0,0.001,0
"3420","omp","withoutIO","elephant",2,16,0,0.001,0
"3421","omp","withoutIO","elephant",2,32,0,0.002,0
"3422","omp","withoutIO","elephant",2,32,0,0.002,0
"3423","omp","withoutIO","elephant",2,32,0,0.002,0
"3424","omp","withoutIO","elephant",2,32,0,0.002,0
"3425","omp","withoutIO","elephant",2,32,0,0.002,0
"3426","omp","withoutIO","elephant",2,32,0,0.002,0
"3427","omp","withoutIO","elephant",2,32,0,0.002,0
"3428","omp","withoutIO","elephant",2,32,0,0.002,0
"3429","omp","withoutIO","elephant",2,32,0,0.002,0
"3430","omp","withoutIO","elephant",2,32,0,0.002,0
"3431","omp","withoutIO","elephant",2,32,0,0.002,0
"3432","omp","withoutIO","elephant",2,32,0,0.002,0
"3433","omp","withoutIO","elephant",2,32,0,0.002,0
"3434","omp","withoutIO","elephant",2,32,0,0.002,0
"3435","omp","withoutIO","elephant",2,32,0,0.002,0
"3436","omp","withoutIO","elephant",2,32,0,0.002,0
"3437","omp","withoutIO","elephant",2,32,0,0.002,0
"3438","omp","withoutIO","elephant",2,32,0,0.002,0
"3439","omp","withoutIO","elephant",2,32,0,0.002,0
"3440","omp","withoutIO","elephant",2,32,0,0.002,0
"3441","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3442","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3443","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3444","omp","withoutIO","elephant",2,64,0,0.004,0.004
"3445","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3446","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3447","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3448","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3449","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3450","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3451","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3452","omp","withoutIO","elephant",2,64,0,0.004,0.004
"3453","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3454","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3455","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3456","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3457","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3458","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3459","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3460","omp","withoutIO","elephant",2,64,0.004,0.004,0
"3461","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3462","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3463","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3464","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3465","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3466","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3467","omp","withoutIO","elephant",2,128,0.024,0.014,0
"3468","omp","withoutIO","elephant",2,128,0.024,0.014,0
"3469","omp","withoutIO","elephant",2,128,0.024,0.014,0
"3470","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3471","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3472","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3473","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3474","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3475","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3476","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3477","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3478","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3479","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3480","omp","withoutIO","elephant",2,128,0.024,0.013,0
"3481","omp","withoutIO","elephant",2,256,0.096,0.049,0
"3482","omp","withoutIO","elephant",2,256,0.096,0.051,0
"3483","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3484","omp","withoutIO","elephant",2,256,0.092,0.049,0
"3485","omp","withoutIO","elephant",2,256,0.088,0.048,0.004
"3486","omp","withoutIO","elephant",2,256,0.092,0.049,0
"3487","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3488","omp","withoutIO","elephant",2,256,0.088,0.048,0.004
"3489","omp","withoutIO","elephant",2,256,0.096,0.049,0
"3490","omp","withoutIO","elephant",2,256,0.096,0.049,0
"3491","omp","withoutIO","elephant",2,256,0.092,0.049,0
"3492","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3493","omp","withoutIO","elephant",2,256,0.1,0.052,0
"3494","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3495","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3496","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3497","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3498","omp","withoutIO","elephant",2,256,0.088,0.049,0.004
"3499","omp","withoutIO","elephant",2,256,0.092,0.049,0
"3500","omp","withoutIO","elephant",2,256,0.092,0.048,0
"3501","omp","withoutIO","elephant",2,512,0.376,0.206,0
"3502","omp","withoutIO","elephant",2,512,0.376,0.189,0
"3503","omp","withoutIO","elephant",2,512,0.376,0.19,0
"3504","omp","withoutIO","elephant",2,512,0.384,0.194,0
"3505","omp","withoutIO","elephant",2,512,0.376,0.19,0
"3506","omp","withoutIO","elephant",2,512,0.376,0.19,0
"3507","omp","withoutIO","elephant",2,512,0.376,0.19,0
"3508","omp","withoutIO","elephant",2,512,0.38,0.191,0
"3509","omp","withoutIO","elephant",2,512,0.376,0.19,0
"3510","omp","withoutIO","elephant",2,512,0.38,0.193,0
"3511","omp","withoutIO","elephant",2,512,0.376,0.189,0
"3512","omp","withoutIO","elephant",2,512,0.38,0.192,0
"3513","omp","withoutIO","elephant",2,512,0.38,0.193,0
"3514","omp","withoutIO","elephant",2,512,0.384,0.194,0
"3515","omp","withoutIO","elephant",2,512,0.376,0.189,0
"3516","omp","withoutIO","elephant",2,512,0.376,0.19,0
"3517","omp","withoutIO","elephant",2,512,0.376,0.189,0
"3518","omp","withoutIO","elephant",2,512,0.376,0.189,0
"3519","omp","withoutIO","elephant",2,512,0.376,0.189,0
"3520","omp","withoutIO","elephant",2,512,0.372,0.188,0
"3521","omp","withoutIO","elephant",2,1024,1.504,0.753,0
"3522","omp","withoutIO","elephant",2,1024,1.496,0.749,0
"3523","omp","withoutIO","elephant",2,1024,1.496,0.751,0.004
"3524","omp","withoutIO","elephant",2,1024,1.504,0.754,0
"3525","omp","withoutIO","elephant",2,1024,1.512,0.758,0
"3526","omp","withoutIO","elephant",2,1024,1.508,0.756,0
"3527","omp","withoutIO","elephant",2,1024,1.516,0.76,0
"3528","omp","withoutIO","elephant",2,1024,1.5,0.752,0
"3529","omp","withoutIO","elephant",2,1024,1.508,0.756,0
"3530","omp","withoutIO","elephant",2,1024,1.5,0.752,0
"3531","omp","withoutIO","elephant",2,1024,1.5,0.751,0
"3532","omp","withoutIO","elephant",2,1024,1.512,0.759,0
"3533","omp","withoutIO","elephant",2,1024,1.512,0.758,0
"3534","omp","withoutIO","elephant",2,1024,1.496,0.75,0
"3535","omp","withoutIO","elephant",2,1024,1.504,0.753,0
"3536","omp","withoutIO","elephant",2,1024,1.52,0.762,0
"3537","omp","withoutIO","elephant",2,1024,1.532,0.767,0
"3538","omp","withoutIO","elephant",2,1024,1.52,0.764,0.004
"3539","omp","withoutIO","elephant",2,1024,1.52,0.761,0
"3540","omp","withoutIO","elephant",2,1024,1.52,0.762,0
"3541","omp","withoutIO","elephant",2,2048,5.996,3,0
"3542","omp","withoutIO","elephant",2,2048,5.996,2.999,0
"3543","omp","withoutIO","elephant",2,2048,6.028,3.016,0
"3544","omp","withoutIO","elephant",2,2048,6.016,3.011,0
"3545","omp","withoutIO","elephant",2,2048,5.976,2.99,0
"3546","omp","withoutIO","elephant",2,2048,6.064,3.034,0
"3547","omp","withoutIO","elephant",2,2048,6.032,3.019,0
"3548","omp","withoutIO","elephant",2,2048,6.064,3.035,0
"3549","omp","withoutIO","elephant",2,2048,6.004,3.007,0.004
"3550","omp","withoutIO","elephant",2,2048,6.024,3.015,0
"3551","omp","withoutIO","elephant",2,2048,6.076,3.039,0
"3552","omp","withoutIO","elephant",2,2048,5.992,2.999,0
"3553","omp","withoutIO","elephant",2,2048,6.024,3.015,0
"3554","omp","withoutIO","elephant",2,2048,6.192,3.1,0.004
"3555","omp","withoutIO","elephant",2,2048,6.044,3.024,0
"3556","omp","withoutIO","elephant",2,2048,6.004,3.005,0
"3557","omp","withoutIO","elephant",2,2048,6.024,3.016,0
"3558","omp","withoutIO","elephant",2,2048,6.016,3.01,0
"3559","omp","withoutIO","elephant",2,2048,5.996,3,0
"3560","omp","withoutIO","elephant",2,2048,6.04,3.022,0
"3561","omp","withoutIO","elephant",2,4096,24.088,12.049,0
"3562","omp","withoutIO","elephant",2,4096,23.94,11.971,0
"3563","omp","withoutIO","elephant",2,4096,24.004,12.007,0
"3564","omp","withoutIO","elephant",2,4096,23.968,11.987,0
"3565","omp","withoutIO","elephant",2,4096,23.944,11.977,0
"3566","omp","withoutIO","elephant",2,4096,24.012,12.01,0.004
"3567","omp","withoutIO","elephant",2,4096,23.968,11.989,0
"3568","omp","withoutIO","elephant",2,4096,23.988,11.998,0
"3569","omp","withoutIO","elephant",2,4096,24.06,12.036,0.004
"3570","omp","withoutIO","elephant",2,4096,23.98,11.994,0.004
"3571","omp","withoutIO","elephant",2,4096,24.072,12.038,0
"3572","omp","withoutIO","elephant",2,4096,24.404,12.205,0
"3573","omp","withoutIO","elephant",2,4096,24.072,12.04,0
"3574","omp","withoutIO","elephant",2,4096,24.052,12.029,0
"3575","omp","withoutIO","elephant",2,4096,24.048,12.027,0
"3576","omp","withoutIO","elephant",2,4096,24.168,12.086,0
"3577","omp","withoutIO","elephant",2,4096,24.208,12.106,0
"3578","omp","withoutIO","elephant",2,4096,24.36,12.181,0
"3579","omp","withoutIO","elephant",2,4096,24.112,12.06,0
"3580","omp","withoutIO","elephant",2,4096,24.04,12.023,0
"3581","omp","withoutIO","elephant",2,8192,96.508,48.262,0
"3582","omp","withoutIO","elephant",2,8192,97.22,48.617,0
"3583","omp","withoutIO","elephant",2,8192,96.74,48.379,0
"3584","omp","withoutIO","elephant",2,8192,97.42,48.718,0
