"","algorithm","iomode","image","nthreads","imsize","user","real","sys"
"1","seq","withIO","full",1,16,0,0.001,0
"2","seq","withIO","full",1,16,0,0.001,0
"3","seq","withIO","full",1,16,0,0.001,0
"4","seq","withIO","full",1,16,0,0.001,0
"5","seq","withIO","full",1,16,0,0.001,0
"6","seq","withIO","full",1,16,0,0.001,0
"7","seq","withIO","full",1,16,0,0.001,0
"8","seq","withIO","full",1,16,0,0.001,0
"9","seq","withIO","full",1,16,0,0.001,0
"10","seq","withIO","full",1,16,0,0.001,0
"11","seq","withIO","full",1,16,0,0.001,0
"12","seq","withIO","full",1,16,0,0.001,0
"13","seq","withIO","full",1,16,0,0.001,0
"14","seq","withIO","full",1,16,0,0.001,0
"15","seq","withIO","full",1,16,0,0.001,0
"16","seq","withIO","full",1,16,0,0.001,0
"17","seq","withIO","full",1,16,0,0.001,0
"18","seq","withIO","full",1,16,0,0.001,0
"19","seq","withIO","full",1,16,0,0.001,0
"20","seq","withIO","full",1,16,0,0.001,0
"21","seq","withIO","full",1,32,0,0.001,0
"22","seq","withIO","full",1,32,0,0.001,0
"23","seq","withIO","full",1,32,0,0.001,0
"24","seq","withIO","full",1,32,0,0.001,0
"25","seq","withIO","full",1,32,0,0.001,0
"26","seq","withIO","full",1,32,0,0.001,0
"27","seq","withIO","full",1,32,0,0.001,0
"28","seq","withIO","full",1,32,0,0.001,0
"29","seq","withIO","full",1,32,0,0.001,0
"30","seq","withIO","full",1,32,0,0.001,0
"31","seq","withIO","full",1,32,0,0.001,0
"32","seq","withIO","full",1,32,0,0.001,0
"33","seq","withIO","full",1,32,0,0.001,0
"34","seq","withIO","full",1,32,0,0.001,0
"35","seq","withIO","full",1,32,0,0.001,0
"36","seq","withIO","full",1,32,0,0.001,0
"37","seq","withIO","full",1,32,0,0.001,0
"38","seq","withIO","full",1,32,0,0.001,0
"39","seq","withIO","full",1,32,0,0.001,0
"40","seq","withIO","full",1,32,0,0.001,0
"41","seq","withIO","full",1,64,0,0.002,0
"42","seq","withIO","full",1,64,0,0.002,0
"43","seq","withIO","full",1,64,0,0.002,0
"44","seq","withIO","full",1,64,0,0.002,0
"45","seq","withIO","full",1,64,0,0.002,0
"46","seq","withIO","full",1,64,0,0.002,0
"47","seq","withIO","full",1,64,0,0.002,0
"48","seq","withIO","full",1,64,0,0.002,0
"49","seq","withIO","full",1,64,0,0.002,0
"50","seq","withIO","full",1,64,0,0.002,0
"51","seq","withIO","full",1,64,0,0.002,0
"52","seq","withIO","full",1,64,0,0.002,0
"53","seq","withIO","full",1,64,0,0.002,0
"54","seq","withIO","full",1,64,0,0.002,0
"55","seq","withIO","full",1,64,0,0.002,0
"56","seq","withIO","full",1,64,0,0.002,0
"57","seq","withIO","full",1,64,0,0.002,0
"58","seq","withIO","full",1,64,0,0.002,0
"59","seq","withIO","full",1,64,0,0.002,0
"60","seq","withIO","full",1,64,0,0.002,0
"61","seq","withIO","full",1,128,0.004,0.006,0
"62","seq","withIO","full",1,128,0.004,0.006,0
"63","seq","withIO","full",1,128,0.004,0.006,0
"64","seq","withIO","full",1,128,0.004,0.006,0
"65","seq","withIO","full",1,128,0.004,0.006,0
"66","seq","withIO","full",1,128,0.004,0.006,0
"67","seq","withIO","full",1,128,0.004,0.006,0
"68","seq","withIO","full",1,128,0.004,0.006,0
"69","seq","withIO","full",1,128,0.004,0.007,0
"70","seq","withIO","full",1,128,0.004,0.006,0
"71","seq","withIO","full",1,128,0.004,0.006,0
"72","seq","withIO","full",1,128,0.004,0.006,0
"73","seq","withIO","full",1,128,0.004,0.006,0
"74","seq","withIO","full",1,128,0.004,0.005,0
"75","seq","withIO","full",1,128,0.004,0.006,0
"76","seq","withIO","full",1,128,0.004,0.006,0
"77","seq","withIO","full",1,128,0.004,0.006,0
"78","seq","withIO","full",1,128,0.004,0.005,0
"79","seq","withIO","full",1,128,0.004,0.006,0
"80","seq","withIO","full",1,128,0.004,0.005,0
"81","seq","withIO","full",1,256,0.016,0.02,0
"82","seq","withIO","full",1,256,0.016,0.019,0
"83","seq","withIO","full",1,256,0.02,0.021,0
"84","seq","withIO","full",1,256,0.016,0.02,0
"85","seq","withIO","full",1,256,0.016,0.019,0
"86","seq","withIO","full",1,256,0.016,0.019,0
"87","seq","withIO","full",1,256,0.02,0.021,0
"88","seq","withIO","full",1,256,0.016,0.02,0
"89","seq","withIO","full",1,256,0.02,0.021,0
"90","seq","withIO","full",1,256,0.012,0.019,0.004
"91","seq","withIO","full",1,256,0.02,0.02,0
"92","seq","withIO","full",1,256,0.016,0.019,0
"93","seq","withIO","full",1,256,0.016,0.02,0
"94","seq","withIO","full",1,256,0.016,0.019,0
"95","seq","withIO","full",1,256,0.016,0.019,0
"96","seq","withIO","full",1,256,0.016,0.02,0
"97","seq","withIO","full",1,256,0.016,0.02,0
"98","seq","withIO","full",1,256,0.016,0.019,0
"99","seq","withIO","full",1,256,0.016,0.019,0
"100","seq","withIO","full",1,256,0.016,0.022,0.004
"101","seq","withIO","full",1,512,0.072,0.075,0
"102","seq","withIO","full",1,512,0.064,0.076,0.008
"103","seq","withIO","full",1,512,0.072,0.079,0.004
"104","seq","withIO","full",1,512,0.072,0.08,0.004
"105","seq","withIO","full",1,512,0.072,0.078,0.004
"106","seq","withIO","full",1,512,0.072,0.076,0
"107","seq","withIO","full",1,512,0.068,0.077,0.008
"108","seq","withIO","full",1,512,0.068,0.075,0.004
"109","seq","withIO","full",1,512,0.068,0.075,0.004
"110","seq","withIO","full",1,512,0.06,0.074,0.012
"111","seq","withIO","full",1,512,0.068,0.076,0.004
"112","seq","withIO","full",1,512,0.08,0.084,0
"113","seq","withIO","full",1,512,0.072,0.077,0.004
"114","seq","withIO","full",1,512,0.076,0.077,0
"115","seq","withIO","full",1,512,0.072,0.076,0
"116","seq","withIO","full",1,512,0.072,0.077,0.004
"117","seq","withIO","full",1,512,0.072,0.076,0
"118","seq","withIO","full",1,512,0.072,0.076,0
"119","seq","withIO","full",1,512,0.072,0.075,0
"120","seq","withIO","full",1,512,0.064,0.075,0.008
"121","seq","withIO","full",1,1024,0.264,0.298,0.032
"122","seq","withIO","full",1,1024,0.288,0.303,0.012
"123","seq","withIO","full",1,1024,0.272,0.307,0.02
"124","seq","withIO","full",1,1024,0.276,0.296,0.016
"125","seq","withIO","full",1,1024,0.28,0.298,0.016
"126","seq","withIO","full",1,1024,0.3,0.305,0.004
"127","seq","withIO","full",1,1024,0.292,0.323,0.028
"128","seq","withIO","full",1,1024,0.272,0.305,0.032
"129","seq","withIO","full",1,1024,0.28,0.296,0.012
"130","seq","withIO","full",1,1024,0.276,0.293,0.016
"131","seq","withIO","full",1,1024,0.268,0.291,0.02
"132","seq","withIO","full",1,1024,0.264,0.294,0.028
"133","seq","withIO","full",1,1024,0.272,0.294,0.02
"134","seq","withIO","full",1,1024,0.288,0.3,0.008
"135","seq","withIO","full",1,1024,0.272,0.297,0.024
"136","seq","withIO","full",1,1024,0.292,0.302,0.008
"137","seq","withIO","full",1,1024,0.284,0.295,0.008
"138","seq","withIO","full",1,1024,0.268,0.294,0.024
"139","seq","withIO","full",1,1024,0.284,0.302,0.016
"140","seq","withIO","full",1,1024,0.272,0.292,0.016
"141","seq","withIO","full",1,2048,1.084,1.194,0.108
"142","seq","withIO","full",1,2048,1.084,1.174,0.088
"143","seq","withIO","full",1,2048,1.088,1.17,0.08
"144","seq","withIO","full",1,2048,1.1,1.174,0.072
"145","seq","withIO","full",1,2048,1.108,1.183,0.072
"146","seq","withIO","full",1,2048,1.092,1.161,0.068
"147","seq","withIO","full",1,2048,1.12,1.198,0.076
"148","seq","withIO","full",1,2048,1.1,1.172,0.068
"149","seq","withIO","full",1,2048,1.108,1.18,0.068
"150","seq","withIO","full",1,2048,1.104,1.203,0.096
"151","seq","withIO","full",1,2048,1.128,1.194,0.064
"152","seq","withIO","full",1,2048,1.104,1.167,0.06
"153","seq","withIO","full",1,2048,1.116,1.201,0.084
"154","seq","withIO","full",1,2048,1.12,1.192,0.068
"155","seq","withIO","full",1,2048,1.108,1.175,0.064
"156","seq","withIO","full",1,2048,1.104,1.183,0.076
"157","seq","withIO","full",1,2048,1.096,1.176,0.076
"158","seq","withIO","full",1,2048,1.128,1.187,0.056
"159","seq","withIO","full",1,2048,1.1,1.171,0.068
"160","seq","withIO","full",1,2048,1.136,1.208,0.068
"161","seq","withIO","full",1,4096,4.404,5.08,0.388
"162","seq","withIO","full",1,4096,4.516,4.928,0.28
"163","seq","withIO","full",1,4096,4.496,4.824,0.296
"164","seq","withIO","full",1,4096,4.432,4.781,0.32
"165","seq","withIO","full",1,4096,4.392,4.719,0.3
"166","seq","withIO","full",1,4096,4.476,4.808,0.3
"167","seq","withIO","full",1,4096,4.38,4.701,0.284
"168","seq","withIO","full",1,4096,4.476,4.812,0.292
"169","seq","withIO","full",1,4096,4.464,4.798,0.304
"170","seq","withIO","full",1,4096,4.46,4.785,0.3
"171","seq","withIO","full",1,4096,4.46,4.8,0.304
"172","seq","withIO","full",1,4096,4.396,4.728,0.308
"173","seq","withIO","full",1,4096,4.552,4.917,0.332
"174","seq","withIO","full",1,4096,4.428,4.766,0.316
"175","seq","withIO","full",1,4096,4.468,4.797,0.296
"176","seq","withIO","full",1,4096,4.512,4.821,0.28
"177","seq","withIO","full",1,4096,4.548,4.838,0.264
"178","seq","withIO","full",1,4096,4.556,4.829,0.24
"179","seq","withIO","full",1,4096,4.452,4.819,0.332
"180","seq","withIO","full",1,4096,4.424,4.744,0.288
"181","seq","withIO","full",1,8192,17.928,20.745,1.612
"182","seq","withIO","full",1,8192,17.924,20.29,1.172
"183","seq","withIO","full",1,8192,17.816,20.145,1.184
"184","seq","withIO","full",1,8192,17.856,20.138,1.108
"185","seq","withIO","full",1,8192,17.512,19.907,1.256
"186","seq","withIO","full",1,8192,17.884,20.3,1.256
"187","seq","withIO","full",1,8192,17.748,20.25,1.312
"188","seq","withIO","full",1,8192,17.744,19.983,1.08
"189","seq","withIO","full",1,8192,17.632,20.151,1.324
"190","seq","withIO","full",1,8192,18.612,20.966,1.212
"191","seq","withIO","full",1,8192,17.764,20.063,1.148
"192","seq","withIO","full",1,8192,17.792,20.224,1.228
"193","seq","withIO","full",1,8192,17.728,20.065,1.188
"194","seq","withIO","full",1,8192,17.708,19.979,1.1
"195","seq","withIO","full",1,8192,17.64,20.021,1.244
"196","seq","withIO","full",1,8192,17.78,20.107,1.132
"197","seq","withIO","full",1,8192,17.944,20.24,1.096
"198","seq","withIO","full",1,8192,17.996,20.435,1.256
"199","seq","withIO","full",1,8192,17.708,20.063,1.164
"200","seq","withIO","full",1,8192,17.484,19.949,1.26
"201","seq","withoutIO","full",1,16,0,0.001,0
"202","seq","withoutIO","full",1,16,0,0.001,0
"203","seq","withoutIO","full",1,16,0,0.001,0
"204","seq","withoutIO","full",1,16,0,0.001,0
"205","seq","withoutIO","full",1,16,0,0.001,0
"206","seq","withoutIO","full",1,16,0,0.001,0
"207","seq","withoutIO","full",1,16,0,0.001,0
"208","seq","withoutIO","full",1,16,0,0.001,0
"209","seq","withoutIO","full",1,16,0,0.001,0
"210","seq","withoutIO","full",1,16,0,0.001,0
"211","seq","withoutIO","full",1,16,0,0.001,0
"212","seq","withoutIO","full",1,16,0,0.001,0
"213","seq","withoutIO","full",1,16,0,0.001,0
"214","seq","withoutIO","full",1,16,0,0.001,0
"215","seq","withoutIO","full",1,16,0,0.001,0
"216","seq","withoutIO","full",1,16,0,0.001,0
"217","seq","withoutIO","full",1,16,0,0.001,0
"218","seq","withoutIO","full",1,16,0,0.001,0
"219","seq","withoutIO","full",1,16,0,0.001,0
"220","seq","withoutIO","full",1,16,0,0.001,0
"221","seq","withoutIO","full",1,32,0,0.001,0
"222","seq","withoutIO","full",1,32,0,0.001,0
"223","seq","withoutIO","full",1,32,0,0.001,0
"224","seq","withoutIO","full",1,32,0,0.001,0
"225","seq","withoutIO","full",1,32,0,0.001,0
"226","seq","withoutIO","full",1,32,0,0.001,0
"227","seq","withoutIO","full",1,32,0,0.001,0
"228","seq","withoutIO","full",1,32,0,0.001,0
"229","seq","withoutIO","full",1,32,0,0.001,0
"230","seq","withoutIO","full",1,32,0,0.001,0
"231","seq","withoutIO","full",1,32,0,0.001,0
"232","seq","withoutIO","full",1,32,0,0.001,0
"233","seq","withoutIO","full",1,32,0,0.001,0
"234","seq","withoutIO","full",1,32,0,0.001,0
"235","seq","withoutIO","full",1,32,0,0.001,0
"236","seq","withoutIO","full",1,32,0,0.001,0
"237","seq","withoutIO","full",1,32,0,0.001,0
"238","seq","withoutIO","full",1,32,0,0.001,0
"239","seq","withoutIO","full",1,32,0,0.001,0
"240","seq","withoutIO","full",1,32,0,0.001,0
"241","seq","withoutIO","full",1,64,0,0.002,0
"242","seq","withoutIO","full",1,64,0,0.002,0
"243","seq","withoutIO","full",1,64,0,0.002,0
"244","seq","withoutIO","full",1,64,0,0.002,0
"245","seq","withoutIO","full",1,64,0,0.002,0
"246","seq","withoutIO","full",1,64,0,0.002,0
"247","seq","withoutIO","full",1,64,0,0.002,0
"248","seq","withoutIO","full",1,64,0,0.002,0
"249","seq","withoutIO","full",1,64,0,0.002,0
"250","seq","withoutIO","full",1,64,0,0.002,0
"251","seq","withoutIO","full",1,64,0,0.002,0
"252","seq","withoutIO","full",1,64,0,0.002,0
"253","seq","withoutIO","full",1,64,0,0.002,0
"254","seq","withoutIO","full",1,64,0,0.002,0
"255","seq","withoutIO","full",1,64,0,0.002,0
"256","seq","withoutIO","full",1,64,0,0.002,0
"257","seq","withoutIO","full",1,64,0,0.002,0
"258","seq","withoutIO","full",1,64,0,0.002,0
"259","seq","withoutIO","full",1,64,0,0.002,0
"260","seq","withoutIO","full",1,64,0,0.002,0
"261","seq","withoutIO","full",1,128,0,0.004,0
"262","seq","withoutIO","full",1,128,0.004,0.004,0
"263","seq","withoutIO","full",1,128,0,0.004,0
"264","seq","withoutIO","full",1,128,0,0.004,0
"265","seq","withoutIO","full",1,128,0,0.004,0
"266","seq","withoutIO","full",1,128,0.004,0.004,0
"267","seq","withoutIO","full",1,128,0,0.004,0
"268","seq","withoutIO","full",1,128,0,0.004,0
"269","seq","withoutIO","full",1,128,0.004,0.004,0
"270","seq","withoutIO","full",1,128,0.004,0.004,0
"271","seq","withoutIO","full",1,128,0.004,0.004,0
"272","seq","withoutIO","full",1,128,0.004,0.004,0
"273","seq","withoutIO","full",1,128,0,0.004,0.004
"274","seq","withoutIO","full",1,128,0.004,0.004,0
"275","seq","withoutIO","full",1,128,0.004,0.004,0
"276","seq","withoutIO","full",1,128,0.004,0.004,0
"277","seq","withoutIO","full",1,128,0.004,0.004,0
"278","seq","withoutIO","full",1,128,0.004,0.004,0
"279","seq","withoutIO","full",1,128,0.004,0.005,0
"280","seq","withoutIO","full",1,128,0.004,0.004,0
"281","seq","withoutIO","full",1,256,0.012,0.014,0
"282","seq","withoutIO","full",1,256,0.012,0.014,0
"283","seq","withoutIO","full",1,256,0.012,0.016,0
"284","seq","withoutIO","full",1,256,0.012,0.014,0
"285","seq","withoutIO","full",1,256,0.012,0.014,0
"286","seq","withoutIO","full",1,256,0.012,0.015,0
"287","seq","withoutIO","full",1,256,0.012,0.014,0
"288","seq","withoutIO","full",1,256,0.012,0.014,0
"289","seq","withoutIO","full",1,256,0.012,0.016,0
"290","seq","withoutIO","full",1,256,0.012,0.015,0
"291","seq","withoutIO","full",1,256,0.012,0.014,0
"292","seq","withoutIO","full",1,256,0.012,0.015,0
"293","seq","withoutIO","full",1,256,0.012,0.014,0
"294","seq","withoutIO","full",1,256,0.012,0.015,0
"295","seq","withoutIO","full",1,256,0.012,0.015,0
"296","seq","withoutIO","full",1,256,0.012,0.015,0
"297","seq","withoutIO","full",1,256,0.012,0.015,0
"298","seq","withoutIO","full",1,256,0.012,0.014,0
"299","seq","withoutIO","full",1,256,0.012,0.014,0
"300","seq","withoutIO","full",1,256,0.012,0.015,0
"301","seq","withoutIO","full",1,512,0.052,0.055,0
"302","seq","withoutIO","full",1,512,0.052,0.055,0
"303","seq","withoutIO","full",1,512,0.052,0.055,0
"304","seq","withoutIO","full",1,512,0.056,0.057,0
"305","seq","withoutIO","full",1,512,0.052,0.056,0
"306","seq","withoutIO","full",1,512,0.052,0.055,0
"307","seq","withoutIO","full",1,512,0.052,0.056,0
"308","seq","withoutIO","full",1,512,0.052,0.055,0
"309","seq","withoutIO","full",1,512,0.052,0.056,0
"310","seq","withoutIO","full",1,512,0.052,0.055,0
"311","seq","withoutIO","full",1,512,0.052,0.054,0
"312","seq","withoutIO","full",1,512,0.052,0.055,0
"313","seq","withoutIO","full",1,512,0.052,0.055,0
"314","seq","withoutIO","full",1,512,0.052,0.055,0
"315","seq","withoutIO","full",1,512,0.052,0.055,0
"316","seq","withoutIO","full",1,512,0.052,0.055,0
"317","seq","withoutIO","full",1,512,0.052,0.055,0
"318","seq","withoutIO","full",1,512,0.052,0.054,0
"319","seq","withoutIO","full",1,512,0.052,0.054,0
"320","seq","withoutIO","full",1,512,0.052,0.055,0
"321","seq","withoutIO","full",1,1024,0.212,0.215,0
"322","seq","withoutIO","full",1,1024,0.212,0.214,0
"323","seq","withoutIO","full",1,1024,0.216,0.217,0
"324","seq","withoutIO","full",1,1024,0.212,0.216,0
"325","seq","withoutIO","full",1,1024,0.212,0.214,0
"326","seq","withoutIO","full",1,1024,0.212,0.214,0
"327","seq","withoutIO","full",1,1024,0.216,0.217,0
"328","seq","withoutIO","full",1,1024,0.216,0.218,0
"329","seq","withoutIO","full",1,1024,0.212,0.216,0
"330","seq","withoutIO","full",1,1024,0.216,0.217,0
"331","seq","withoutIO","full",1,1024,0.216,0.216,0
"332","seq","withoutIO","full",1,1024,0.212,0.216,0
"333","seq","withoutIO","full",1,1024,0.212,0.216,0
"334","seq","withoutIO","full",1,1024,0.216,0.218,0
"335","seq","withoutIO","full",1,1024,0.216,0.218,0
"336","seq","withoutIO","full",1,1024,0.212,0.215,0
"337","seq","withoutIO","full",1,1024,0.216,0.22,0
"338","seq","withoutIO","full",1,1024,0.22,0.222,0
"339","seq","withoutIO","full",1,1024,0.212,0.215,0
"340","seq","withoutIO","full",1,1024,0.212,0.213,0
"341","seq","withoutIO","full",1,2048,0.852,0.854,0
"342","seq","withoutIO","full",1,2048,0.86,0.862,0
"343","seq","withoutIO","full",1,2048,0.852,0.854,0
"344","seq","withoutIO","full",1,2048,0.856,0.856,0
"345","seq","withoutIO","full",1,2048,0.864,0.868,0
"346","seq","withoutIO","full",1,2048,0.86,0.862,0
"347","seq","withoutIO","full",1,2048,0.856,0.859,0
"348","seq","withoutIO","full",1,2048,0.852,0.852,0
"349","seq","withoutIO","full",1,2048,0.852,0.854,0
"350","seq","withoutIO","full",1,2048,0.852,0.853,0
"351","seq","withoutIO","full",1,2048,0.848,0.85,0
"352","seq","withoutIO","full",1,2048,0.856,0.857,0
"353","seq","withoutIO","full",1,2048,0.868,0.872,0
"354","seq","withoutIO","full",1,2048,0.864,0.867,0
"355","seq","withoutIO","full",1,2048,0.852,0.854,0
"356","seq","withoutIO","full",1,2048,0.856,0.857,0
"357","seq","withoutIO","full",1,2048,0.852,0.853,0
"358","seq","withoutIO","full",1,2048,0.864,0.866,0
"359","seq","withoutIO","full",1,2048,0.864,0.865,0
"360","seq","withoutIO","full",1,2048,0.876,0.877,0
"361","seq","withoutIO","full",1,4096,3.444,3.445,0
"362","seq","withoutIO","full",1,4096,3.488,3.49,0
"363","seq","withoutIO","full",1,4096,3.408,3.411,0
"364","seq","withoutIO","full",1,4096,3.46,3.462,0
"365","seq","withoutIO","full",1,4096,3.42,3.422,0
"366","seq","withoutIO","full",1,4096,3.396,3.398,0
"367","seq","withoutIO","full",1,4096,3.432,3.435,0
"368","seq","withoutIO","full",1,4096,3.404,3.406,0
"369","seq","withoutIO","full",1,4096,3.424,3.425,0
"370","seq","withoutIO","full",1,4096,3.42,3.421,0
"371","seq","withoutIO","full",1,4096,3.42,3.421,0
"372","seq","withoutIO","full",1,4096,3.444,3.447,0
"373","seq","withoutIO","full",1,4096,3.432,3.434,0
"374","seq","withoutIO","full",1,4096,3.416,3.418,0
"375","seq","withoutIO","full",1,4096,3.396,3.398,0
"376","seq","withoutIO","full",1,4096,3.412,3.414,0
"377","seq","withoutIO","full",1,4096,3.408,3.412,0
"378","seq","withoutIO","full",1,4096,3.44,3.442,0
"379","seq","withoutIO","full",1,4096,3.412,3.416,0
"380","seq","withoutIO","full",1,4096,3.424,3.426,0
"381","seq","withoutIO","full",1,8192,13.784,13.786,0
"382","seq","withoutIO","full",1,8192,13.604,13.606,0
"383","seq","withoutIO","full",1,8192,13.636,13.637,0
"384","seq","withoutIO","full",1,8192,13.648,13.652,0
"385","seq","withoutIO","full",1,8192,13.68,13.682,0
"386","seq","withoutIO","full",1,8192,13.644,13.646,0
"387","seq","withoutIO","full",1,8192,13.664,13.666,0
"388","seq","withoutIO","full",1,8192,13.68,13.681,0
"389","seq","withoutIO","full",1,8192,13.764,13.768,0
"390","seq","withoutIO","full",1,8192,13.636,13.64,0
"391","seq","withoutIO","full",1,8192,13.632,13.633,0
"392","seq","withoutIO","full",1,8192,13.688,13.69,0
"393","seq","withoutIO","full",1,8192,13.656,13.66,0
"394","seq","withoutIO","full",1,8192,13.644,13.648,0
"395","seq","withoutIO","full",1,8192,13.608,13.61,0
"396","seq","withoutIO","full",1,8192,13.872,13.874,0
"397","seq","withoutIO","full",1,8192,13.828,13.831,0
"398","seq","withoutIO","full",1,8192,13.624,13.625,0
"399","seq","withoutIO","full",1,8192,13.884,13.886,0
"400","seq","withoutIO","full",1,8192,13.74,13.743,0
"401","omp","withoutIO","full",1,16,0,0.033,0
"402","omp","withoutIO","full",1,16,0,0.001,0
"403","omp","withoutIO","full",1,16,0,0.001,0
"404","omp","withoutIO","full",1,16,0,0.001,0
"405","omp","withoutIO","full",1,16,0,0.001,0
"406","omp","withoutIO","full",1,16,0,0.001,0
"407","omp","withoutIO","full",1,16,0,0.001,0
"408","omp","withoutIO","full",1,16,0,0.001,0
"409","omp","withoutIO","full",1,16,0,0.001,0
"410","omp","withoutIO","full",1,16,0,0.001,0
"411","omp","withoutIO","full",1,16,0,0.001,0
"412","omp","withoutIO","full",1,16,0,0.001,0
"413","omp","withoutIO","full",1,16,0,0.001,0
"414","omp","withoutIO","full",1,16,0,0.001,0
"415","omp","withoutIO","full",1,16,0,0.001,0
"416","omp","withoutIO","full",1,16,0,0.001,0
"417","omp","withoutIO","full",1,16,0,0.001,0
"418","omp","withoutIO","full",1,16,0,0.001,0
"419","omp","withoutIO","full",1,16,0,0.001,0
"420","omp","withoutIO","full",1,16,0,0.001,0
"421","omp","withoutIO","full",1,32,0,0.001,0
"422","omp","withoutIO","full",1,32,0,0.001,0
"423","omp","withoutIO","full",1,32,0,0.001,0
"424","omp","withoutIO","full",1,32,0,0.001,0
"425","omp","withoutIO","full",1,32,0,0.001,0
"426","omp","withoutIO","full",1,32,0,0.001,0
"427","omp","withoutIO","full",1,32,0,0.001,0
"428","omp","withoutIO","full",1,32,0,0.001,0
"429","omp","withoutIO","full",1,32,0,0.001,0
"430","omp","withoutIO","full",1,32,0,0.001,0
"431","omp","withoutIO","full",1,32,0,0.001,0
"432","omp","withoutIO","full",1,32,0,0.001,0
"433","omp","withoutIO","full",1,32,0,0.001,0
"434","omp","withoutIO","full",1,32,0,0.001,0
"435","omp","withoutIO","full",1,32,0,0.001,0
"436","omp","withoutIO","full",1,32,0,0.001,0
"437","omp","withoutIO","full",1,32,0,0.001,0
"438","omp","withoutIO","full",1,32,0,0.001,0
"439","omp","withoutIO","full",1,32,0,0.001,0
"440","omp","withoutIO","full",1,32,0,0.001,0
"441","omp","withoutIO","full",1,64,0,0.002,0
"442","omp","withoutIO","full",1,64,0,0.002,0
"443","omp","withoutIO","full",1,64,0,0.002,0
"444","omp","withoutIO","full",1,64,0,0.002,0
"445","omp","withoutIO","full",1,64,0,0.002,0
"446","omp","withoutIO","full",1,64,0,0.002,0
"447","omp","withoutIO","full",1,64,0,0.002,0
"448","omp","withoutIO","full",1,64,0,0.002,0
"449","omp","withoutIO","full",1,64,0,0.002,0
"450","omp","withoutIO","full",1,64,0,0.002,0
"451","omp","withoutIO","full",1,64,0,0.002,0
"452","omp","withoutIO","full",1,64,0,0.002,0
"453","omp","withoutIO","full",1,64,0,0.002,0
"454","omp","withoutIO","full",1,64,0,0.002,0
"455","omp","withoutIO","full",1,64,0,0.002,0
"456","omp","withoutIO","full",1,64,0,0.002,0
"457","omp","withoutIO","full",1,64,0,0.002,0
"458","omp","withoutIO","full",1,64,0,0.002,0
"459","omp","withoutIO","full",1,64,0,0.002,0
"460","omp","withoutIO","full",1,64,0,0.002,0
"461","omp","withoutIO","full",1,128,0.004,0.005,0
"462","omp","withoutIO","full",1,128,0.004,0.005,0
"463","omp","withoutIO","full",1,128,0.004,0.004,0
"464","omp","withoutIO","full",1,128,0.004,0.004,0
"465","omp","withoutIO","full",1,128,0.004,0.004,0
"466","omp","withoutIO","full",1,128,0.004,0.004,0
"467","omp","withoutIO","full",1,128,0.004,0.004,0
"468","omp","withoutIO","full",1,128,0.004,0.005,0
"469","omp","withoutIO","full",1,128,0.004,0.005,0
"470","omp","withoutIO","full",1,128,0.004,0.004,0
"471","omp","withoutIO","full",1,128,0.004,0.004,0
"472","omp","withoutIO","full",1,128,0.004,0.004,0
"473","omp","withoutIO","full",1,128,0.004,0.005,0
"474","omp","withoutIO","full",1,128,0,0.005,0.004
"475","omp","withoutIO","full",1,128,0.004,0.004,0
"476","omp","withoutIO","full",1,128,0.004,0.005,0
"477","omp","withoutIO","full",1,128,0.004,0.004,0
"478","omp","withoutIO","full",1,128,0.004,0.004,0
"479","omp","withoutIO","full",1,128,0.004,0.004,0
"480","omp","withoutIO","full",1,128,0.004,0.004,0
"481","omp","withoutIO","full",1,256,0.012,0.015,0
"482","omp","withoutIO","full",1,256,0.012,0.014,0
"483","omp","withoutIO","full",1,256,0.012,0.015,0
"484","omp","withoutIO","full",1,256,0.012,0.015,0
"485","omp","withoutIO","full",1,256,0.012,0.015,0
"486","omp","withoutIO","full",1,256,0.012,0.015,0
"487","omp","withoutIO","full",1,256,0.012,0.015,0
"488","omp","withoutIO","full",1,256,0.012,0.038,0
"489","omp","withoutIO","full",1,256,0.012,0.015,0
"490","omp","withoutIO","full",1,256,0.012,0.015,0
"491","omp","withoutIO","full",1,256,0.012,0.015,0
"492","omp","withoutIO","full",1,256,0.012,0.015,0
"493","omp","withoutIO","full",1,256,0.012,0.015,0
"494","omp","withoutIO","full",1,256,0.012,0.015,0
"495","omp","withoutIO","full",1,256,0.012,0.015,0
"496","omp","withoutIO","full",1,256,0.012,0.015,0
"497","omp","withoutIO","full",1,256,0.012,0.015,0
"498","omp","withoutIO","full",1,256,0.012,0.015,0
"499","omp","withoutIO","full",1,256,0.012,0.016,0
"500","omp","withoutIO","full",1,256,0.012,0.015,0
"501","omp","withoutIO","full",1,512,0.052,0.056,0
"502","omp","withoutIO","full",1,512,0.052,0.055,0
"503","omp","withoutIO","full",1,512,0.052,0.056,0
"504","omp","withoutIO","full",1,512,0.052,0.056,0
"505","omp","withoutIO","full",1,512,0.052,0.056,0
"506","omp","withoutIO","full",1,512,0.052,0.055,0
"507","omp","withoutIO","full",1,512,0.052,0.055,0
"508","omp","withoutIO","full",1,512,0.052,0.055,0
"509","omp","withoutIO","full",1,512,0.052,0.055,0
"510","omp","withoutIO","full",1,512,0.052,0.055,0
"511","omp","withoutIO","full",1,512,0.052,0.055,0
"512","omp","withoutIO","full",1,512,0.052,0.055,0
"513","omp","withoutIO","full",1,512,0.052,0.055,0
"514","omp","withoutIO","full",1,512,0.052,0.055,0
